Raw file name,Experiment series ,Peptide source,Proteome,Quantification,Offline fractionation,Offline fraction
01873_A10_P019566_S00_I00_N09_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,9
01873_B10_P019566_S00_I00_N10_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,10
01873_C10_P019566_S00_I00_N11_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,11
01873_D10_P019566_S00_I00_N12_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,12
01873_E10_P019566_S00_I00_N13_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,13
01873_F10_P019566_S00_I00_N14_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,14
01873_G10_P019566_S00_I00_N15_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,15
01873_H10_P019566_S00_I00_N16_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,16
01873_A11_P019566_S00_I00_N17_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,17
01873_B11_P019566_S00_I00_N18_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,18
01873_C11_P019566_S00_I00_N19_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,19
01873_D11_P019566_S00_I00_N20_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,20
01873_E11_P019566_S00_I00_N21_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,21
01873_F11_P019566_S00_I00_N22_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,22
01873_G11_P019566_S00_I00_N23_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,23
01873_H11_P019566_S00_I00_N24_R1,Tissue atlas,CTSAM,Full proteome,MS1,hSAX,24
01874_A01_P019567_S00_I00_N01_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,1
01874_B01_P019567_S00_I00_N02_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,2
01874_C01_P019567_S00_I00_N03_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,3
01874_D01_P019567_S00_I00_N04_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,4
01874_E01_P019567_S00_I00_N05_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,5
01874_F01_P019567_S00_I00_N06_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,6
01874_G01_P019567_S00_I00_N07_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,7
01874_H01_P019567_S00_I00_N08_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,8
01874_A02_P019567_S00_I00_N09_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,9
01874_B02_P019567_S00_I00_N10_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,10
01874_C02_P019567_S00_I00_N11_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,11
01874_D02_P019567_S00_I00_N12_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,12
01874_E02_P019567_S00_I00_N13_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,13
01874_F02_P019567_S00_I00_N14_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,14
01874_G02_P019567_S00_I00_N15_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,15
01874_H02_P019567_S00_I00_N16_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,16
01874_A03_P019567_S00_I00_N17_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,17
01874_B03_P019567_S00_I00_N18_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,18
01874_C03_P019567_S00_I00_N19_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,19
01874_D03_P019567_S00_I00_N20_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,20
01874_E03_P019567_S00_I00_N21_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,21
01874_F03_P019567_S00_I00_N22_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,22
01874_G03_P019567_S00_I00_N23_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,23
01874_H03_P019567_S00_I00_N24_R1,Tissue atlas,CT,Full proteome,MS1,hSAX,24
01874_A05_P019568_S00_I00_N01_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,1
01874_B05_P019568_S00_I00_N02_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,2
01874_C05_P019568_S00_I00_N03_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,3
01874_D05_P019568_S00_I00_N04_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,4
01874_E05_P019568_S00_I00_N05_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,5
01874_F05_P019568_S00_I00_N06_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,6
01874_G05_P019568_S00_I00_N07_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,7
01874_H05_P019568_S00_I00_N08_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,8
01874_A06_P019568_S00_I00_N09_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,9
01874_B06_P019568_S00_I00_N10_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,10
01874_C06_P019568_S00_I00_N11_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,11
01874_D06_P019568_S00_I00_N12_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,12
01874_E06_P019568_S00_I00_N13_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,13
01874_F06_P019568_S00_I00_N14_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,14
01874_G06_P019568_S00_I00_N15_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,15
01874_H06_P019568_S00_I00_N16_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,16
01874_A07_P019568_S00_I00_N17_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,17
01874_B07_P019568_S00_I00_N18_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,18
01874_C07_P019568_S00_I00_N19_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,19
01874_D07_P019568_S00_I00_N20_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,20
01874_E07_P019568_S00_I00_N21_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,21
01874_F07_P019568_S00_I00_N22_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,22
01874_G07_P019568_S00_I00_N23_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,23
01874_H07_P019568_S00_I00_N24_R1,Tissue atlas,RTTP,Full proteome,MS1,hSAX,24
01874_A09_P019569_S00_I00_N01_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,1
01874_B09_P019569_S00_I00_N02_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,2
01874_C09_P019569_S00_I00_N03_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,3
01874_D09_P019569_S00_I00_N04_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,4
01874_E09_P019569_S00_I00_N05_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,5
01874_F09_P019569_S00_I00_N06_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,6
01874_G09_P019569_S00_I00_N07_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,7
01874_H09_P019569_S00_I00_N08_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,8
01874_A10_P019569_S00_I00_N09_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,9
01874_B10_P019569_S00_I00_N10_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,10
01874_C10_P019569_S00_I00_N11_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,11
01874_D10_P019569_S00_I00_N12_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,12
01874_E10_P019569_S00_I00_N13_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,13
01874_F10_P019569_S00_I00_N14_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,14
01874_G10_P019569_S00_I00_N15_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,15
01874_H10_P019569_S00_I00_N16_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,16
01874_A11_P019569_S00_I00_N17_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,17
01874_B11_P019569_S00_I00_N18_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,18
01874_C11_P019568_S00_I00_N19_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,19
01874_D11_P019568_S00_I00_N20_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,20
01874_E11_P019568_S00_I00_N21_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,21
01874_F11_P019568_S00_I00_N22_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,22
01874_G11_P019568_S00_I00_N23_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,23
01874_H11_P019568_S00_I00_N24_R1,Tissue atlas,CLLF,Full proteome,MS1,hSAX,24
01896_A01_P019762_S00_I00_N01_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,1
01896_B01_P019762_S00_I00_N02_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,2
01896_C01_P019762_S00_I00_N03_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,3
01896_D01_P019762_S00_I00_N04_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,4
01896_E01_P019762_S00_I00_N05_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,5
01896_F01_P019762_S00_I00_N06_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,6
01896_G01_P019762_S00_I00_N07_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,7
01896_H01_P019762_S00_I00_N08_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,8
01896_A02_P019762_S00_I00_N09_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,9
01896_B02_P019762_S00_I00_N10_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,10
01896_C02_P019762_S00_I00_N11_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,11
01896_D02_P019762_S00_I00_N12_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,12
01896_E02_P019762_S00_I00_N13_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,13
01896_F02_P019762_S00_I00_N14_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,14
01896_G02_P019762_S00_I00_N15_r1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,15
01896_H02_P019762_S00_I00_N16_R2,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,16
01896_A03_P019762_S00_I00_N17_R2,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,17
01896_B03_P019762_S00_I00_N18_R2,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,18
01896_C03_P019762_S00_I00_N19_R2,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,19
01896_D03_P019762_S00_I00_N20_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,20
01896_E03_P019762_S00_I00_N21_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,21
01896_F03_P019762_S00_I00_N22_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,22
01896_G03_P019762_S00_I00_N23_R1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,23
01896_H03_P019762_S00_I00_N24_r1,Tissue atlas,SDIMB,Full proteome,MS1,hSAX,24
01896_A05_P019763_S00_I00_N01_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,1
01896_B05_P019763_S00_I00_N02_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,2
01896_C05_P019763_S00_I00_N03_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,3
01896_D05_P019763_S00_I00_N04_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,4
01896_E05_P019763_S00_I00_N05_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,5
01896_F05_P019763_S00_I00_N06_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,6
01896_G05_P019763_S00_I00_N07_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,7
01896_H05_P019763_S00_I00_N08_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,8
01896_A06_P019763_S00_I00_N09_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,9
01896_B06_P019763_S00_I00_N10_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,10
01896_C06_P019763_S00_I00_N11_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,11
01896_D06_P019763_S00_I00_N12_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,12
01896_E06_P019763_S00_I00_N13_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,13
01896_F06_P019763_S00_I00_N14_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,14
01896_G06_P019763_S00_I00_N15_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,15
01896_H06_P019763_S00_I00_N16_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,16
01896_A07_P019763_S00_I00_N17_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,17
01896_B07_P019763_S00_I00_N18_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,18
01896_C07_P019763_S00_I00_N19_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,19
01896_D07_P019763_S00_I00_N20_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,20
01896_E07_P019763_S00_I00_N21_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,21
01896_F07_P019763_S00_I00_N22_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,22
01896_G07_P019763_S00_I00_N23_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,23
01896_H07_P019763_S00_I00_N24_R1,Tissue atlas,FLPD,Full proteome,MS1,hSAX,24
01896_A09_P019764_S00_I00_N01_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,1
01896_B09_P019764_S00_I00_N02_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,2
01896_C09_P019764_S00_I00_N03_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,3
01896_D09_P019764_S00_I00_N04_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,4
01896_E09_P019764_S00_I00_N05_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,5
01896_F09_P019764_S00_I00_N06_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,6
01896_G09_P019764_S00_I00_N07_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,7
01896_H09_P019764_S00_I00_N08_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,8
01896_A10_P019764_S00_I00_N09_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,9
01896_B10_P019764_S00_I00_N10_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,10
01896_C10_P019764_S00_I00_N11_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,11
01896_D10_P019764_S00_I00_N12_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,12
01896_E10_P019764_S00_I00_N13_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,13
01896_F10_P019764_S00_I00_N14_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,14
01896_G10_P019764_S00_I00_N15_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,15
01896_H10_P019764_S00_I00_N16_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,16
01896_A11_P019764_S00_I00_N17_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,17
01896_B11_P019764_S00_I00_N18_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,18
01896_C11_P019764_S00_I00_N19_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,19
01896_D11_P019764_S00_I00_N20_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,20
01896_E11_P019764_S00_I00_N21_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,21
01896_F11_P019764_S00_I00_N22_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,22
01896_G11_P019764_S00_I00_N23_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,23
01896_H11_P019764_S00_I00_N24_R1,Tissue atlas,FL,Full proteome,MS1,hSAX,24
01897_A01_P019765_S00_I00_N01_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,1
01897_B01_P019765_S00_I00_N02_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,2
01897_C01_P019765_S00_I00_N03_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,3
01897_D01_P019765_S00_I00_N04_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,4
01897_E01_P019765_S00_I00_N05_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,5
01897_F01_P019765_S00_I00_N06_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,6
01897_G01_P019765_S00_I00_N07_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,7
01897_H01_P019765_S00_I00_N08_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,8
01897_A02_P019765_S00_I00_N09_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,9
01897_B02_P019765_S00_I00_N10_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,10
01897_C02_P019765_S00_I00_N11_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,11
01897_D02_P019765_S00_I00_N12_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,12
01897_E02_P019765_S00_I00_N13_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,13
01897_F02_P019765_S00_I00_N14_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,14
01897_G02_P019765_S00_I00_N15_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,15
01897_H02_P019765_S00_I00_N16_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,16
01897_A03_P019765_S00_I00_N17_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,17
01897_B03_P019765_S00_I00_N18_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,18
01897_C03_P019765_S00_I00_N19_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,19
01897_D03_P019765_S00_I00_N20_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,20
01897_E03_P019765_S00_I00_N21_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,21
01897_F03_P019765_S00_I00_N22_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,22
01897_G03_P019765_S00_I00_N23_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,23
01897_H03_P019765_S00_I00_N24_R1,Tissue atlas,SQSP,Full proteome,MS1,hSAX,24
01897_A05_P019766_S00_I00_N01_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,1
01897_B05_P019766_S00_I00_N02_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,2
01897_C05_P019766_S00_I00_N03_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,3
01897_D05_P019766_S00_I00_N04_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,4
01897_E05_P019766_S00_I00_N05_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,5
01897_F05_P019766_S00_I00_N06_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,6
01897_G05_P019766_S00_I00_N07_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,7
01897_H05_P019766_S00_I00_N08_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,8
01897_A06_P019766_S00_I00_N09_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,9
01897_B06_P019766_S00_I00_N10_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,10
01897_C06_P019766_S00_I00_N11_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,11
01897_D06_P019766_S00_I00_N12_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,12
01897_E06_P019766_S00_I00_N13_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,13
01897_F06_P019766_S00_I00_N14_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,14
01897_G06_P019766_S00_I00_N15_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,15
01897_H06_P019766_S00_I00_N16_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,16
01897_A07_P019766_S00_I00_N17_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,17
01897_B07_P019766_S00_I00_N18_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,18
01897_C07_P019766_S00_I00_N19_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,19
01897_D07_P019766_S00_I00_N20_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,20
01897_E07_P019766_S00_I00_N21_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,21
01897_F07_P019766_S00_I00_N22_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,22
01897_G07_P019766_S00_I00_N23_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,23
01897_H07_P019766_S00_I00_N24_R1,Tissue atlas,SQV,Full proteome,MS1,hSAX,24
01897_A09_P019767_S00_I00_N01_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,1
01897_B09_P019767_S00_I00_N02_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,2
01897_C09_P019767_S00_I00_N03_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,3
01897_D09_P019767_S00_I00_N04_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,4
01897_E09_P019767_S00_I00_N05_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,5
01897_F09_P019767_S00_I00_N06_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,6
01897_G09_P019767_S00_I00_N07_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,7
01897_H09_P019767_S00_I00_N08_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,8
01897_A10_P019767_S00_I00_N09_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,9
01897_B10_P019767_S00_I00_N10_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,10
01897_C10_P019767_S00_I00_N11_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,11
01897_D10_P019767_S00_I00_N12_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,12
01897_E10_P019767_S00_I00_N13_r1,Tissue atlas,HY,Full proteome,MS1,hSAX,13
01897_F10_P019767_S00_I00_N14_r1,Tissue atlas,HY,Full proteome,MS1,hSAX,14
01897_G10_P019767_S00_I00_N15_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,15
01897_H10_P019767_S00_I00_N16_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,16
01897_A11_P019767_S00_I00_N17_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,17
01897_B11_P019767_S00_I00_N18_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,18
01897_C11_P019767_S00_I00_N19_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,19
01897_D11_P019767_S00_I00_N20_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,20
01897_E11_P019767_S00_I00_N21_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,21
01897_F11_P019767_S00_I00_N22_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,22
01897_G11_P019767_S00_I00_N23_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,23
01897_H11_P019767_S00_I00_N24_R1,Tissue atlas,HY,Full proteome,MS1,hSAX,24
01898_A01_P019768_S00_I00_N01_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,1
01898_B01_P019768_S00_I00_N02_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,2
01898_C01_P019768_S00_I00_N03_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,3
01898_D01_P019768_S00_I00_N04_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,4
01898_E01_P019768_S00_I00_N05_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,5
01898_F01_P019768_S00_I00_N06_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,6
01898_G01_P019768_S00_I00_N07_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,7
01898_H01_P019768_S00_I00_N08_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,8
01898_A02_P019768_S00_I00_N09_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,9
01898_B02_P019768_S00_I00_N10_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,10
01898_C02_P019768_S00_I00_N11_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,11
01898_D02_P019768_S00_I00_N12_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,12
01898_E02_P019768_S00_I00_N13_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,13
01898_F02_P019768_S00_I00_N14_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,14
01898_G02_P019768_S00_I00_N15_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,15
01898_H02_P019768_S00_I00_N16_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,16
01898_A03_P019768_S00_I00_N17_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,17
01898_B03_P019768_S00_I00_N18_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,18
01898_C03_P019768_S00_I00_N19_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,19
01898_D03_P019768_S00_I00_N20_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,20
01898_E03_P019768_S00_I00_N21_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,21
01898_F03_P019768_S00_I00_N22_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,22
01898_G03_P019768_S00_I00_N23_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,23
01898_H03_P019768_S00_I00_N24_R1,Tissue atlas,SP,Full proteome,MS1,hSAX,24
01898_A04_P019769_S00_I00_N01_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,1
01898_B04_P019769_S00_I00_N02_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,2
01898_C04_P019769_S00_I00_N03_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,3
01898_D04_P019769_S00_I00_N04_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,4
01898_E04_P019769_S00_I00_N05_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,5
01898_F04_P019769_S00_I00_N06_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,6
01898_G04_P019769_S00_I00_N07_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,7
01898_H04_P019769_S00_I00_N08_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,8
01898_A05_P019769_S00_I00_N09_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,9
01898_B05_P019769_S00_I00_N10_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,10
01898_C05_P019769_S00_I00_N11_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,11
01898_D05_P019769_S00_I00_N12_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,12
01898_E05_P019769_S00_I00_N13_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,13
01898_F05_P019769_S00_I00_N14_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,14
01898_G05_P019769_S00_I00_N15_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,15
01898_H05_P019769_S00_I00_N16_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,16
