"file","replicate","experiment","fraction"
"Nsco_PCP_SEC_SILAC_Kidney_Fraction15_repeat.raw","Kidney1","F15",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction15.raw","Kidney1","F15",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction16_repeat.raw","Kidney1","F16",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction16.raw","Kidney1","F16",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction17_repeat.raw","Kidney1","F17",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction17.raw","Kidney1","F17",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction18_repeat.raw","Kidney1","F18",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction18.raw","Kidney1","F18",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction19_repeat.raw","Kidney1","F19",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction19.raw","Kidney1","F19",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction20_repeat.raw","Kidney1","F20",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction20.raw","Kidney1","F20",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction21_repeat.raw","Kidney1","F21",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction21.raw","Kidney1","F21",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction22_repeat.raw","Kidney1","F22",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction22.raw","Kidney1","F22",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction23_repeat.raw","Kidney1","F23",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction23.raw","Kidney1","F23",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction24.raw","Kidney1","F24",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction25_repeat.raw","Kidney1","F25",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction25.raw","Kidney1","F25",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction26_repeat.raw","Kidney1","F26",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction26.raw","Kidney1","F26",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction27_repeat.raw","Kidney1","F27",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction27.raw","Kidney1","F27",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction28_repeat.raw","Kidney1","F28",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction28.raw","Kidney1","F28",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction29.raw","Kidney1","F29",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction30_repeat.raw","Kidney1","F30",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction30.raw","Kidney1","F30",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction31_repeat.raw","Kidney1","F31",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction31_repeat2.raw","Kidney1","F31",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction31.raw","Kidney1","F31",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction32_repeat.raw","Kidney1","F32",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction32.raw","Kidney1","F32",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction33_repeat.raw","Kidney1","F33",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction33.raw","Kidney1","F33",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction34.raw","Kidney1","F34",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction35_repeat.raw","Kidney1","F35",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction35.raw","Kidney1","F35",2
"Nsco_PCP_SILAC_kidney_fraction35-repeat2.raw","Kidney1","F35",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction36_repeat.raw","Kidney1","F36",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction36.raw","Kidney1","F36",2
"Nsco_PCP_SILAC_kidney_fraction36-repeat2.raw","Kidney1","F36",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction37_repeat_recleanedup.raw","Kidney1","F37",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction37_repeat_recleanedup2.raw","Kidney1","F37",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction37.raw","Kidney1","F37",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction38_recleaned_up.raw","Kidney1","F38",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction38_recleaned_up2.raw","Kidney1","F38",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction39_recleaned_up.raw","Kidney1","F39",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction39_recleaned_up2.raw","Kidney1","F39",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction40_recleaned_up.raw","Kidney1","F40",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction40_recleaned_up2.raw","Kidney1","F40",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction41_recleanedup.raw","Kidney1","F41",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction41_recleanedup2.raw","Kidney1","F41",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction42_recleaned_up.raw","Kidney1","F42",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction42_recleaned_up2.raw","Kidney1","F42",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction43_recleaned_up.raw","Kidney1","F43",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction43_recleaned_up2.raw","Kidney1","F43",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction44_recleaned_up.raw","Kidney1","F44",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction44_recleaned_up2.raw","Kidney1","F44",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction45_recleaned_up.raw","Kidney1","F45",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction45_recleaned_up2.raw","Kidney1","F45",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction46_recleaned_up.raw","Kidney1","F46",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction46_recleaned_up2.raw","Kidney1","F46",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction47_recleaned_up.raw","Kidney1","F47",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction47_recleaned_up2.raw","Kidney1","F47",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction48_recleaned_up.raw","Kidney1","F48",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction48_recleaned_up2.raw","Kidney1","F48",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction49_recleaned_up.raw","Kidney1","F49",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction49_recleaned_up2.raw","Kidney1","F49",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction50_recleaned_up.raw","Kidney1","F50",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction50_recleaned_up2-1.raw","Kidney1","F50",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction50_recleaned_up2.raw","Kidney1","F50",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction51_recleaned_up.raw","Kidney1","F51",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction51_recleaned_up2-1.raw","Kidney1","F51",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction51_recleaned_up2.raw","Kidney1","F51",3
"Nsco_PCP_SEC_SILAC_Kidney_Fraction52_recleaned_up.raw","Kidney1","F52",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction52_recleaned_up2.raw","Kidney1","F52",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction53_recleaned_up.raw","Kidney1","F53",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction53_recleaned_up2.raw","Kidney1","F53",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction54_recleaned_up.raw","Kidney1","F54",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction54_recleaned_up2.raw","Kidney1","F54",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction55_recleaned_up.raw","Kidney1","F55",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction55_recleaned_up2.raw","Kidney1","F55",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_01.raw","Liver1","F01",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_02.raw","Liver1","F02",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_03_repeat.raw","Liver1","F03",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_03.raw","Liver1","F03",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_04_repeat.raw","Liver1","F04",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_04.raw","Liver1","F04",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_05_repeat.raw","Liver1","F05",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_05.raw","Liver1","F05",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_06_repeat.raw","Liver1","F06",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_06.raw","Liver1","F06",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_07_repeat.raw","Liver1","F07",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_07.raw","Liver1","F07",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_08_repeat.raw","Liver1","F08",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_08.raw","Liver1","F08",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_09_repeat.raw","Liver1","F09",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_09_repeat2.raw","Liver1","F09",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_09.raw","Liver1","F09",3
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_10_repeat.raw","Liver1","F10",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_10.raw","Liver1","F10",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_11_repeat.raw","Liver1","F11",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_11.raw","Liver1","F11",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_12_repeat.raw","Liver1","F12",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_12.raw","Liver1","F12",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_13_repeat.raw","Liver1","F13",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_13.raw","Liver1","F13",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_14_repeat.raw","Liver1","F14",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_14.raw","Liver1","F14",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_15_repeat.raw","Liver1","F15",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_16_repeat.raw","Liver1","F16",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_17.raw","Liver1","F17",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_18.raw","Liver1","F18",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_19.raw","Liver1","F19",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_20.raw","Liver1","F20",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_21.raw","Liver1","F21",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_22.raw","Liver1","F22",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_23.raw","Liver1","F23",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_24.raw","Liver1","F24",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_25.raw","Liver1","F25",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_26_repeat.raw","Liver1","F26",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_26.raw","Liver1","F26",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_27_repeat.raw","Liver1","F27",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_27.raw","Liver1","F27",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_28_repeat.raw","Liver1","F28",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_28.raw","Liver1","F28",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_29_repeat.raw","Liver1","F29",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_29.raw","Liver1","F29",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_30_repeat.raw","Liver1","F30",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_30.raw","Liver1","F30",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_31_repeat.raw","Liver1","F31",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_31.raw","Liver1","F31",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_32.raw","Liver1","F32",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_33.raw","Liver1","F33",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_34.raw","Liver1","F34",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_35.raw","Liver1","F35",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_36_repeat.raw","Liver1","F36",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_36.raw","Liver1","F36",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_37_repeat.raw","Liver1","F37",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_37.raw","Liver1","F37",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_38_repeat.raw","Liver1","F38",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_38.raw","Liver1","F38",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_39_repeat.raw","Liver1","F39",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_39.raw","Liver1","F39",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_40.raw","Liver1","F40",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_41.raw","Liver1","F41",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_42.raw","Liver1","F42",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_43.raw","Liver1","F43",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_44_repeat.raw","Liver1","F44",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_44.raw","Liver1","F44",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_45_repeat.raw","Liver1","F45",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_45.raw","Liver1","F45",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_46_repeat.raw","Liver1","F46",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_46.raw","Liver1","F46",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_47_repeat.raw","Liver1","F47",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_47.raw","Liver1","F47",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_48.raw","Liver1","F48",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_49.raw","Liver1","F49",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_50_repeat.raw","Liver1","F50",1
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_50.raw","Liver1","F50",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_51.raw","Liver1","F51",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_52.raw","Liver1","F52",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_53.raw","Liver1","F53",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_54.raw","Liver1","F54",2
"Nsco_PCP_SEC_SILAC_Mouse_liver_fraction_55.raw","Liver1","F55",2
"Nsco_PCP_SEC_SILAC_Lung_fraction01.raw","Lung1","F01",2
"Nsco_PCP_SEC_SILAC_Lung_fraction02.raw","Lung1","F02",2
"Nsco_PCP_SEC_SILAC_Lung_fraction03_repeat.raw","Lung1","F03",1
"Nsco_PCP_SEC_SILAC_Lung_fraction03.raw","Lung1","F03",2
"Nsco_PCP_SEC_SILAC_Lung_fraction04_repeat.raw","Lung1","F04",1
"Nsco_PCP_SEC_SILAC_Lung_fraction04.raw","Lung1","F04",2
"Nsco_PCP_SEC_SILAC_Lung_fraction05_reepat.raw","Lung1","F05",1
"Nsco_PCP_SEC_SILAC_Lung_fraction05.raw","Lung1","F05",2
"Nsco_PCP_SEC_SILAC_Lung_fraction06_repeat.raw","Lung1","F06",1
"Nsco_PCP_SEC_SILAC_Lung_fraction06.raw","Lung1","F06",2
"Nsco_PCP_SEC_SILAC_Lung_fraction07_repeat.raw","Lung1","F07",1
"Nsco_PCP_SEC_SILAC_Lung_fraction07.raw","Lung1","F07",2
"Nsco_PCP_SEC_SILAC_Lung_fraction08.raw","Lung1","F08",2
"Nsco_PCP_SEC_SILAC_Lung_fraction09_repeat.raw","Lung1","F09",1
"Nsco_PCP_SEC_SILAC_Lung_fraction09.raw","Lung1","F09",2
"Nsco_PCP_SEC_SILAC_Lung_fraction10_repeat.raw","Lung1","F10",1
"Nsco_PCP_SEC_SILAC_Lung_fraction10.raw","Lung1","F10",2
"Nsco_PCP_SEC_SILAC_Lung_fraction11_repeat.raw","Lung1","F11",1
"Nsco_PCP_SEC_SILAC_Lung_fraction11.raw","Lung1","F11",2
"Nsco_PCP_SEC_SILAC_Lung_fraction12_repeat.raw","Lung1","F12",1
"Nsco_PCP_SEC_SILAC_Lung_fraction13_repeat.raw","Lung1","F13",1
"Nsco_PCP_SEC_SILAC_Lung_fraction13.raw","Lung1","F13",2
"Nsco_PCP_SEC_SILAC_Lung_fraction14_repeat.raw","Lung1","F14",1
"Nsco_PCP_SEC_SILAC_Lung_fraction14.raw","Lung1","F14",2
"Nsco_PCP_SEC_SILAC_Lung_fraction15_repeat.raw","Lung1","F15",1
"Nsco_PCP_SEC_SILAC_Lung_fraction15.raw","Lung1","F15",2
"Nsco_PCP_SEC_SILAC_Lung_fraction16_repeat.raw","Lung1","F16",1
"Nsco_PCP_SEC_SILAC_Lung_fraction16.raw","Lung1","F16",2
"Nsco_PCP_SEC_SILAC_Lung_fraction17_repeat.raw","Lung1","F17",1
"Nsco_PCP_SEC_SILAC_Lung_fraction17.raw","Lung1","F17",2
"Nsco_PCP_SEC_SILAC_Lung_fraction18_repeat.raw","Lung1","F18",1
"Nsco_PCP_SEC_SILAC_Lung_fraction18.raw","Lung1","F18",2
"Nsco_PCP_SEC_SILAC_Lung_fraction19_repeat.raw","Lung1","F19",1
"Nsco_PCP_SEC_SILAC_Lung_fraction19.raw","Lung1","F19",2
"Nsco_PCP_SEC_SILAC_Lung_fraction20_repeat.raw","Lung1","F20",1
"Nsco_PCP_SEC_SILAC_Lung_fraction20.raw","Lung1","F20",2
"Nsco_PCP_SEC_SILAC_Lung_fraction21_repeat.raw","Lung1","F21",1
"Nsco_PCP_SEC_SILAC_Lung_fraction21.raw","Lung1","F21",2
"Nsco_PCP_SEC_SILAC_Lung_fraction22_repeat.raw","Lung1","F22",1
"Nsco_PCP_SEC_SILAC_Lung_fraction22.raw","Lung1","F22",2
"Nsco_PCP_SEC_SILAC_Lung_fraction23_repeat.raw","Lung1","F23",1
"Nsco_PCP_SEC_SILAC_Lung_fraction23.raw","Lung1","F23",2
"Nsco_PCP_SEC_SILAC_Lung_fraction24_repeat.raw","Lung1","F24",1
"Nsco_PCP_SEC_SILAC_Lung_fraction24.raw","Lung1","F24",2
"Nsco_PCP_SEC_SILAC_Lung_fraction25_repeat.raw","Lung1","F25",1
"Nsco_PCP_SEC_SILAC_Lung_fraction25_repeat2.raw","Lung1","F25",2
"Nsco_PCP_SEC_SILAC_Lung_fraction25.raw","Lung1","F25",3
"Nsco_PCP_SEC_SILAC_Lung_fraction26_repeat.raw","Lung1","F26",1
"Nsco_PCP_SEC_SILAC_Lung_fraction26_repeat2.raw","Lung1","F26",2
"Nsco_PCP_SEC_SILAC_Lung_fraction26.raw","Lung1","F26",3
"Nsco_PCP_SEC_SILAC_Lung_fraction27_repeat.raw","Lung1","F27",1
"Nsco_PCP_SEC_SILAC_Lung_fraction27_repeat2.raw","Lung1","F27",2
"Nsco_PCP_SEC_SILAC_Lung_fraction27.raw","Lung1","F27",3
"Nsco_PCP_SEC_SILAC_Lung_fraction28_repeat.raw","Lung1","F28",1
"Nsco_PCP_SEC_SILAC_Lung_fraction28.raw","Lung1","F28",2
"Nsco_PCP_SEC_SILAC_Lung_fraction29_repeat.raw","Lung1","F29",1
"Nsco_PCP_SEC_SILAC_Lung_fraction29.raw","Lung1","F29",2
"Nsco_PCP_SEC_SILAC_Lung_fraction30_repeat.raw","Lung1","F30",1
"Nsco_PCP_SEC_SILAC_Lung_fraction30.raw","Lung1","F30",2
"Nsco_PCP_SEC_SILAC_Lung_fraction31_repeat.raw","Lung1","F31",1
"Nsco_PCP_SEC_SILAC_Lung_fraction31.raw","Lung1","F31",2
"Nsco_PCP_SEC_SILAC_Lung_fraction32_repeat.raw","Lung1","F32",1
"Nsco_PCP_SEC_SILAC_Lung_fraction32.raw","Lung1","F32",2
"Nsco_PCP_SEC_SILAC_Lung_fraction33_150621123312.raw","Lung1","F33",1
"Nsco_PCP_SEC_SILAC_Lung_fraction33.raw","Lung1","F33",2
"Nsco_PCP_SEC_SILAC_Lung_fraction34_repeat.raw","Lung1","F34",1
"Nsco_PCP_SEC_SILAC_Lung_fraction34.raw","Lung1","F34",2
"Nsco_PCP_SEC_SILAC_Lung_fraction35_repeat.raw","Lung1","F35",1
"Nsco_PCP_SEC_SILAC_Lung_fraction35.raw","Lung1","F35",2
"Nsco_PCP_SEC_SILAC_Lung_fraction36_repeat.raw","Lung1","F36",1
"Nsco_PCP_SEC_SILAC_Lung_fraction36.raw","Lung1","F36",2
"Nsco_PCP_SEC_SILAC_Lung_fraction37.raw","Lung1","F37",2
"Nsco_PCP_SEC_SILAC_Lung_fraction38.raw","Lung1","F38",2
"Nsco_PCP_SEC_SILAC_Lung_fraction39_repeat.raw","Lung1","F39",1
"Nsco_PCP_SEC_SILAC_Lung_fraction39.raw","Lung1","F39",2
"Nsco_PCP_SEC_SILAC_Lung_fraction40_repeat.raw","Lung1","F40",1
"Nsco_PCP_SEC_SILAC_Lung_fraction40.raw","Lung1","F40",2
"Nsco_PCP_SEC_SILAC_Lung_fraction41_repeat.raw","Lung1","F41",1
"Nsco_PCP_SEC_SILAC_Lung_fraction41.raw","Lung1","F41",2
"Nsco_PCP_SEC_SILAC_Lung_fraction42.raw","Lung1","F42",2
"Nsco_PCP_SEC_SILAC_Lung_fraction43.raw","Lung1","F43",2
"Nsco_PCP_SEC_SILAC_Lung_fraction44_repeat.raw","Lung1","F44",1
"Nsco_PCP_SEC_SILAC_Lung_fraction44.raw","Lung1","F44",2
"Nsco_PCP_SEC_SILAC_Lung_fraction45_repeat.raw","Lung1","F45",1
"Nsco_PCP_SEC_SILAC_Lung_fraction45.raw","Lung1","F45",2
"Nsco_PCP_SEC_SILAC_Lung_fraction46_repeat.raw","Lung1","F46",2
"Nsco_PCP_SEC_SILAC_Lung_fraction47.raw","Lung1","F47",2
"Nsco_PCP_SEC_SILAC_Lung_fraction48.raw","Lung1","F48",2
"Nsco_PCP_SEC_SILAC_Lung_fraction49.raw","Lung1","F49",2
"Nsco_PCP_SEC_SILAC_Lung_fraction50.raw","Lung1","F50",2
"Nsco_PCP_SEC_SILAC_Lung_fraction51_repeat.raw","Lung1","F51",1
"Nsco_PCP_SEC_SILAC_Lung_fraction51.raw","Lung1","F51",2
"Nsco_PCP_SEC_SILAC_Lung_fraction52.raw","Lung1","F52",2
"Nsco_PCP_SEC_SILAC_Lung_fraction53.raw","Lung1","F53",2
"Nsco_PCP_SEC_SILAC_Lung_fraction54.raw","Lung1","F54",2
"Nsco_PCP_SEC_SILAC_Lung_fraction55.raw","Lung1","F55",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction01.raw","Muscle1","F01",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction02_repeat.raw","Muscle1","F02",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction02.raw","Muscle1","F02",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction03_repeat.raw","Muscle1","F03",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction03.raw","Muscle1","F03",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction04.raw","Muscle1","F04",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction05.raw","Muscle1","F05",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction06.raw","Muscle1","F06",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction07.raw","Muscle1","F07",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction08.raw","Muscle1","F08",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction09_repeat.raw","Muscle1","F09",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction09.raw","Muscle1","F09",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction10_repeat.raw","Muscle1","F10",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction10.raw","Muscle1","F10",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction11_repear.raw","Muscle1","F11",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction11.raw","Muscle1","F11",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction12.raw","Muscle1","F12",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction13.raw","Muscle1","F13",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction14_repeat.raw","Muscle1","F14",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction14.raw","Muscle1","F14",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction15_repeat.raw","Muscle1","F15",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction15.raw","Muscle1","F15",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction16.raw","Muscle1","F16",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction17.raw","Muscle1","F17",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction18_repeat.raw","Muscle1","F18",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction18.raw","Muscle1","F18",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction19_repeat.raw","Muscle1","F19",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction19.raw","Muscle1","F19",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction20.raw","Muscle1","F20",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction21_repeat.raw","Muscle1","F21",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction21_repeat2.raw","Muscle1","F21",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction21.raw","Muscle1","F21",3
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction22_141210064558.raw","Muscle1","F22",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction22_repeat.raw","Muscle1","F22",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction23_repeat.raw","Muscle1","F23",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction23.raw","Muscle1","F23",2
