"Author","Year","Accession","Replicate","Quantitation","Species","File"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract4_S8.RAW"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract5_S8.RAW"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract6_S8.RAW"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract7_S8.RAW"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract8_S8.RAW"
"Gorka",2019,"PXD010919","ED_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S1.RAW"
"Gorka",2019,"PXD010919","EN_1","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S2.RAW"
"Gorka",2019,"PXD010919","ED_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S3.RAW"
"Gorka",2019,"PXD010919","EN_2","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S4.RAW"
"Gorka",2019,"PXD010919","ED_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S5.RAW"
"Gorka",2019,"PXD010919","EN_3","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S6.RAW"
"Gorka",2019,"PXD010919","ED_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S7.RAW"
"Gorka",2019,"PXD010919","EN_4","LFQ","Arabidopsis thaliana","SizeFractionation_EOD_EON_Fract9_S8.RAW"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_1.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_10.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_11.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_12.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_13.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_14.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_15.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_16.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_17.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_18.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_19.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_2.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_20.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_3.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_4.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_5.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_6.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_7.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_8.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190527_CK_SGC_CCF1_9.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_21.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_22.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_23.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_24.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_25.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_26.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_27.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_28.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_29.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_30.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_31.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_32.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_33.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_34.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_35.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_36.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_37.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_38.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_39.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_40.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_41.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_42.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_43.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_44.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_45.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_46.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_47.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_48.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_49.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_50.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_51.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_52.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_53.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_54.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_55.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_56.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_57.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_58.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_59.raw"
"GuerreroCastillo",2021,"PXD023211","MCP1-1","TMT","Homo sapiens","190529_CK_SGC_CCF1_60.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_1.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_10.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_11.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_12.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_13.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_14.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_15.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_16.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_17.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_18.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_19.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_2.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_20.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_21.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_22.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_23.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_24.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_25.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_26.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_27.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_28.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_29.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_3.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_30.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_31.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_32.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_33.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_34.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_35.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_36.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_37.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_38.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_39.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_4.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_40.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_41.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_42.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_43.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_44.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_45.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_46.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_47.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_48.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_49.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_5.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_50.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_51.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_52.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_53.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_54.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_55.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_56.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_57.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_58.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_59.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_6.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_60.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_7.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_8.raw"
"GuerreroCastillo",2021,"PXD023211","MCP2-1","TMT","Homo sapiens","200409_CK_SGC_CCF5_ctrl_9.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_1.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_10.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_11.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_12.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_13.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_14.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_15.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_16.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_17.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_18.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_19.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_2.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_20.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_21.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_22.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_23.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_24.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_25.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_26.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_27.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_28.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_29.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_3.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_30.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_31.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_32.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_33.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_34.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_35.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_36.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_38.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_39.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_4.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_40.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_41.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_42.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_43.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_44.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_45.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_46.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_47.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_48.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_49.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_5.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_50.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_51.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_52.raw"
"GuerreroCastillo",2021,"PXD023211","MCP3-1","TMT","Homo sapiens","201209_CK_SGC_CCF5_TMT_53.raw"
